id,name,description,priority,dateadded,startdate,duedate,datefinished,addedfrom,is_added_from_contact,status,recurring_type,repeat_every,recurring,is_recurring_from,cycles,total_cycles,custom_recurring,last_recurring_date,rel_id,rel_type,is_public,billable,billed,invoice_id,hourly_rate,milestone,kanban_order,milestone_order,visible_to_client,deadline_notified
6538,Screener Question on BD Forms (only two checkout),"<span><strong>Screener Question on BD Forms</strong></span><br><span>A Yes and No question will show only on two checkout page (online shops and services).<br><br>If yes, they fill the form.<br><br>If no, they see a sorry. message.</span>",2,28-04-2021 14:19,28-04-2021,NULL,20-05-2021 11:18,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,252,project,0,1,0,0,0,0,0,0,1,0
6539,Voofla 25k member list,https://docs.google.com/spreadsheets/d/1qU3sZOuupbd-gEiIjsqTo2KxBhP_rthaRwBVcsK4gCE/edit#gid=1932958928,4,28-04-2021 18:14,28-04-2021,NULL,28-01-2022 23:31,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,219,project,0,1,0,0,0,0,0,0,1,0
6540,Setup home page,,2,28-04-2021 22:33,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6541,Search results page with sidebar filters,,2,28-04-2021 22:33,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6542,Membership plans,,2,28-04-2021 22:33,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6543,Member categories,,2,28-04-2021 22:33,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6544,Job posting forms,,2,28-04-2021 22:33,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6545,Software training: How users posts a job,,2,28-04-2021 22:38,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6546,Software training: How to moderate post and delete posts,,2,28-04-2021 22:39,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6547,Onboard three emails,<span>Helping you setup 3 important emails (content you need to provide) to onboard your members</span>,2,28-04-2021 22:40,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6548,Job Seekers & Dental Practices Profiles,,2,28-04-2021 22:42,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,0,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6549,Onboarding videos inside members dashboard,,2,28-04-2021 22:43,28-04-2021,NULL,12-07-2021 23:23,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,247,project,0,1,0,0,0,0,0,0,1,0
6579,Milestone: Content migration,,2,03-05-2021 23:37,03-05-2021,NULL,05-08-2021 14:25,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,244,project,0,1,0,0,0,0,0,0,1,0
6580,Milestone: Translation,,2,03-05-2021 23:37,03-05-2021,NULL,05-08-2021 14:25,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,244,project,0,1,0,0,0,0,0,0,1,0
6584,Accomodation list,https://docs.google.com/spreadsheets/d/10Vyv1XM4MSYmKVbYmeI5WNMMqc9h4f_N-gIXvYxkP24/edit#gid=46094271,2,04-05-2021 12:23,04-05-2021,NULL,28-01-2022 23:31,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,219,project,0,1,0,0,0,0,0,0,1,0
6585,Add fields to the existing post type "Commercial property",<span><strong>Add these fields to the existing post type "Commercial property"</strong></span><br><span>Price Per SF<br>Sale Type<br>No. Units<br><br>Property Type<br>Property Subtype<br><br>Building Size<br>Building Class<br>Lot Size<br>Frontage<br>Rentable Building Area<br>Building Height<br>Cap Rate<br>NOI<br>Percent Leased<br>Building FAR<br>Land Acres<br>Tenancy<br>Clear Ceiling Height<br>No. Drive In / Grade-Level Doors<br>Opportunity Zone<br>Zoning Code<br>SPACE AVAILABILITY<br>AMENITIES<br><br><br></span>,2,04-05-2021 22:22,04-05-2021,NULL,22-06-2021 19:18,1,0,5,NULL,0,0,NULL,0,0,0,NULL,246,project,0,1,0,0,0,0,0,0,1,0
6604,Video post detail page (posting form) and a plugin,"<span>1. Video post type detail page to be customized based on rules set at each video post, at the time of posting the video post a place to select membership levels and those members only can see the detail page of the video or they see the sign in / signup kind of message.</span><br><br><span>2. In addition to the #1 above, a plugin to enter a member id who access the particular video post.</span><br><br><span>For #1 and #2: We will customize the post detail page of video post type, to follow the rules of post type detailing and the plugin.</span><br><br><span>We need to do this for video post type (similar to what is been done in podcast post type last month).</span>",2,10-05-2021 15:20,10-05-2021,NULL,28-01-2022 23:00,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,248,project,0,1,0,0,0,0,0,0,1,0
6605,Video post type with keyword connector,"<strong>Keyword connector and support<br><br></strong>&gt; Keyword connector, and;<br><br>&gt; Supporting related / dependent things like the video feed on members profile page, any support that it may demand, now or in near future.<strong><br></strong>",2,10-05-2021 15:21,10-05-2021,NULL,28-01-2022 23:00,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,248,project,0,1,0,0,0,0,0,0,1,0
6606,Email notifications upon every message,"<span>Email notifications upon every message that is initiated such that if Person A messages to Person B at the initiation stage, Person B receives an email notification.</span><br><br><br><span>Basically its default BD feature, but we will test through the site, the default messages, the custom messages, etc. If found any issues, either we get it solved from BD, we liaison/lead it, or we get involved ourselves and we solve it.</span>",2,10-05-2021 15:28,10-05-2021,NULL,28-01-2022 23:31,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,251,project,0,1,0,0,0,0,0,0,1,0
6607,Admin receives a notification on current activation post,<strong>Current activation post happens and admin receives a notification</strong>,2,10-05-2021 15:29,10-05-2021,NULL,28-01-2022 23:31,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,251,project,0,1,0,0,0,0,0,0,1,0
6608,Calendar booking url field,<span><strong>Calendar booking url field</strong></span><br><span>A field to be added to contact us page in members dashboard</span><br><br><span>Profile detail page to show the calendar link.</span>,2,10-05-2021 15:40,10-05-2021,NULL,18-11-2023 16:08,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,237,project,0,1,0,0,0,0,0,0,1,0
6615,Issues on 7th Feb,<p>https://docs.google.com/document/d/1omF8E_kdHw6lF9uMnayUAImppU-DqTfZTbAskRS5W5Q/edit?usp=sharing</p>,2,12-05-2021 00:50,08-02-2021,15-02-2021,28-01-2022 23:22,10,0,5,NULL,NULL,0,NULL,0,0,0,NULL,77,project,0,1,0,0,0,0,0,0,1,0
6616,Data upload April 2021 - 38k plus scripting,,2,12-05-2021 01:24,23-03-2021,30-04-2021,28-01-2022 23:22,10,0,5,NULL,0,0,NULL,0,0,0,NULL,77,project,0,1,0,0,0,0,0,0,1,0
6617,Member Images,,2,12-05-2021 02:38,12-05-2021,NULL,28-01-2022 23:22,10,0,5,NULL,NULL,0,NULL,0,0,0,NULL,77,project,0,1,0,0,0,0,0,0,1,0
6618,Migration of images from stagging to live for 38k members,,2,12-05-2021 21:39,12-05-2021,NULL,28-01-2022 23:22,10,0,5,NULL,0,0,NULL,0,0,0,NULL,77,project,0,1,0,0,0,0,0,0,1,0
6619,"Miscellaneous tasks April 2021 - Speed, php, others",,2,12-05-2021 21:44,01-04-2021,NULL,28-01-2022 23:22,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,77,project,0,1,0,0,0,0,0,0,1,0
6623,Sub header only for business opportunities post type search results page,"<p>We want to add Subheader Menu on that page and we want to remove that header banner that we have and we will have a subheader right. after the main header menu</p>
<p>&#160;</p>
<p>https://prnt.sc/12tb6an</p>
<p>https://prnt.sc/12tb8zr</p>",2,13-05-2021 01:17,13-05-2021,NULL,18-11-2023 16:08,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,1993,ticket,0,1,0,0,0,0,0,0,0,0
6630,Upload of ID Proof,"<p><strong>Government provided ID at the time of signup/creating account:<br></strong><br>We will customize the signup form itself.<br><br>We build a plugin for you where you access these documents and you can then activate or deactivate any member's listings based on what you see in the uploaded document.&#160;</p>
<p>&#160;</p>",2,15-05-2021 01:31,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,255,project,0,1,0,0,0,0,0,0,1,0
6631,Setup classifieds site,"<p><strong>1. Setting up your classifieds site on BD exactly like <a href=""https://classifieds.demobootstrap.com/"" target=""_blank"" rel=""noreferrer noopener"">https://classifieds.demobootstrap.com/</a></strong><br><br><strong>Inclusions:</strong></p>
<ol>
<li>Setting up your classifieds site on BD exactly like <a href=""https://classifieds.demobootstrap.com/"" target=""_blank"" rel=""noreferrer noopener"">https://classifieds.demobootstrap.com/</a></li>
<li>Changing colors to your liking</li>
<li>Setting up categories of post, members.</li>
<li>Setting up sidebars with or without banner ads to your liking</li>
<li>Changing text in header and footer to your liking</li>
<li>Contact us page</li>
<li>Pricing page</li>
</ol>",2,15-05-2021 01:32,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,255,project,0,1,0,0,0,0,0,0,1,0
6632,"Maps api, webmasters, analytics integration","<ol>
<li>Maps API</li>
<li>Captcha</li>
<li>Google Analytics</li>
<li>Google's Webmasters / Search console</li>
</ol>",2,15-05-2021 01:32,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,255,project,0,1,0,0,0,0,0,0,1,0
6633,About Us page,,2,15-05-2021 01:33,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,255,project,0,1,0,0,0,0,0,0,1,0
6634,Membership plans,,2,15-05-2021 01:33,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,255,project,0,1,0,0,0,0,0,0,1,0
6635,Payment gateway integration (paypal or stripe - one best suited option),,2,15-05-2021 01:34,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,255,project,0,1,0,0,0,0,0,0,1,0
6636,Setting up emails,Setting up emails for your member's signup to your liking,2,15-05-2021 01:35,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,255,project,0,1,0,0,0,0,0,0,1,0
6637,Live chat setup,Live chat setup (Tawk or customerly or any other live chat of your choice),2,15-05-2021 01:36,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,255,project,0,1,0,0,0,0,0,0,1,0
6638,Setting up your membership plans with right priorities.,,4,15-05-2021 01:45,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6639,Setting up your pricing page,,2,15-05-2021 01:46,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6640,Setting up the entire process / testing the flow,"<span>-from user selecting the payment plan out of two plans,</span><br><span>-Payment process (Paypal or Stripe.)</span><br><span>-Emails to signing up members (so they can verify email cum welcome mail.)</span><br><span>-Members(agents/agency) can input all their contact information.</span><br><span>-Members(agents/agency) can upload their profile pic /logo.</span><br><span>-Members can select the States where they are licensed.</span><br><span>-Members can enter the rest of the items that needed for listing content.</span>",2,15-05-2021 01:46,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6641,Integration of Zoho at signup,"<p>Zoho username and password and steps take from yakin @nasir</p>
<p>&#160;</p>
<p>Details of how to access zoho is here: https://prnt.sc/12xqfck</p>
<p>&#160;</p>
<p>Credentials to login zoho is here:</p>
<p>info@insureblack.com</p>
<p>ChiVegas2020</p>",4,15-05-2021 01:47,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6642,"Analytics, Webmasters, FB Fixels",,2,15-05-2021 01:48,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6643,MAPS API,,2,15-05-2021 01:48,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6644,Testing of several parts,"<span>Testing of other several parts of the website like (so you can focus on your content and marketing, not on technicalities.)</span><br><span>-----Member signup</span><br><span>-----Member login</span><br><span>-----Payment gateway</span><br><span>-----Refund process flow</span><br><span>-----Spam protection via captcha</span><br><span>-----Members able to post community article post, video post, change their listing</span><br><span>information.</span>",2,15-05-2021 01:49,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6645,Customization of State Licensed in the sidebar filters,,2,15-05-2021 01:49,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6646,Categories (Types and State Owned),,2,15-05-2021 01:49,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6647,Migrate content of three agencies to BD Site,"<div class=""gs"">
<div>
<div class=""ii gt adO"">
<div class=""a3s aiL"">
<div dir=""ltr"">Migrate content of three agencies to BD Site from insureblack.com<br><br><br>For the three current profiles on the site (all of them are agencies, not agents), here is the information:
<div>&#160;</div>
<div>Blue Nebula Consulting, Inc.&#160;</div>
<div><a href=""mailto:rbrown@bluenebulainc.com"" target=""_blank"" rel=""noreferrer noopener"">rbrown@bluenebulainc.com</a></div>
<div>&#160;</div>
<div>Nella Insurance Services Inc.</div>
<div><a href=""mailto:Kjones@nellainsurance.com"" target=""_blank"" rel=""noreferrer noopener"">Kjones@nellainsurance.com</a></div>
<div>&#160;</div>
<div>Ako Brokerage Services, LLC</div>
<div>&#160;<a href=""mailto:info@akobrokerageservices.com"" target=""_blank"" rel=""noreferrer noopener"">info@akobrokerageservices.com</a></div>
<div class=""yj6qo ajU"">
<div class=""ajR""><img class=""ajT"" src=""https://ssl.gstatic.com/ui/v1/icons/mail/images/cleardot.gif"" alt=""cleardot.gif""></div>
</div>
</div>
</div>
</div>
</div>
</div>
<p>&#160;</p>",2,15-05-2021 01:53,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,0,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6648,Setting up email of main domain inside BD to send notifications and test,,2,15-05-2021 01:55,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,0,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6649,Search Results members only,"<p><span style=""color:#777777;"">Members only search results.<br><br>member only message<br><br>-------------<br>Title comes here<br>Paragraph comes here if you need<br><br>1. Name<br>2. Date of Birth<br>3. Email<br>4. Phone Number<br>5. Zip code<br>6. What Insurance Products are you interested in?<br><br>Submit (This form itself will be in memebrs only page)<br>Submitting will create the user account and search results will get reloaded.</span></p>
<p>&#160;</p>",4,15-05-2021 15:43,15-05-2021,NULL,28-01-2022 22:59,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,256,project,0,1,0,0,0,0,0,0,1,0
6656,Rewards not working properly,"I was showing the site to a prospect and showed him the rewards section. Unfortunately, it didn't work properly. In the past, let's say I had 10 points with a business and choose to redeem 8 points. It would then show:<br />
#Earned Points: 10<br />
#Points on Hold: 8<br />
#Points redeemed: 0<br />
#Balance Points: 2<br />
<br />
Then, if the company redeemed my reward, it would show:<br />
#Earned Points: 10<br />
#Points on Hold: 0<br />
#Points redeemed: 8<br />
#Balance Points: 2<br />
<br />
Instead, it shows:<br />
#Earned Points: 10<br />
#Points on Hold: 0<br />
#Points redeemed: 0<br />
#Balance Points: 10<br />
<br />
I am then able to redeem those same 8 points over and over again. Not good.<br />
<br />
It's going to get a bit busier now. I am working with a charity in the local tourism and hospitality industry, and I'm offering a free basic listing for a year in exchange for a donation of cash, a gift certificate or an activity for 2, and that is already going very well. I can't really charge anything yet, but want to be prepared for April of 2022 when we will hopefully have international travel back. This will give me a chance to fine tune everything. ",3,17-05-2021 01:57,17-05-2021,NULL,28-01-2022 23:30,79,1,5,NULL,NULL,0,NULL,0,0,0,NULL,189,project,0,1,1,502,0,0,0,0,1,0
6660,Speed optimization,"<div class=""tc-content project-overview-description""><span>Making your website speed score to go to 70+ on Google page speed insights (currently at 20-30) major update happening on Google in July, if not done, you are sure to not rank on google.<br></span></div>
<div class=""team-members project-overview-team-members""></div>",2,18-05-2021 14:51,18-05-2021,NULL,28-01-2022 22:58,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,257,project,0,1,0,0,0,0,0,0,1,0
6661,Favorite list custom feature with sharing link,"<span>Favouriting lists + sharing<br>-Custom favorite feature for listings (in listing remove default favorite feature.)<br>-let the member who favorites name the list, and have a URL of the list unique to them<br>-make this list, members only with custom email and name submission with email verification(on or off in code by commenting.).<br><br><br></span>",2,18-05-2021 14:55,18-05-2021,NULL,28-01-2022 22:58,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,257,project,0,1,0,0,0,0,0,0,1,0
6662,FULL Research (no 2 and 3 in the email),"<span>2. Researching (and if needed meet you to learn more about industry etc.) and finalizing a set of keywords.<br><br>3. Full research of 4 to 5 competitors, finding at least 20-30 pieces of content plus more(see below)<br><br>-Minimum 4 (up to 6 or 8) Articles topics as naturally, we find during research to create a cluster of content to make you look good, your website to look an authority.<br><br>-Content for all three service pages and city combination pages.(As needed)<br><br>-Full research also includes finding at least 100+ third parties websites that have mentioned your competitors, and several (hundreds or thousands) of backlinks in several 3 to 4 types of backlinks that your top 2 competitors(whom we will define as a competitor for 2021 for content marketing efforts.)<br><br>-Making this research in an excel file so easy to understand and follow.<br><br>-During the research of competitor, we also make a list of features you may consider building in phase 2 of website development that can add super value.<br><br><br><br><br></span>",2,18-05-2021 14:56,18-05-2021,NULL,28-01-2022 22:58,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,257,project,0,1,0,0,0,0,0,0,1,0
6663,"Writing the content (No 4, 5, 6 and 7 of email)","<span>4. Writing the content: We write 4 to 6 content(articles) - all detailed or long (Minimum 1`k words each), a total of 6k words(can go up to 7k-8k as naturally, it flows.) for cluster purpose. Cluster purpose means this content helps to make your site look authoritative as basics are covered.<br><br>5. Writing the content for: All your three categories should have important content for respective service pages. (This will hence involve writing additional 400-600 words for each category, about 1500 words) plus customizing the search results page to include the content above results below the title, and below results above the footer area.<br><br>6. Writing at least 5 (or up to 10 FAQ Content) and doing the schema.<br><br>7. Customizing the search results to contain content as said above in #4, second bullet point.<br><br></span>",2,18-05-2021 15:01,18-05-2021,NULL,28-01-2022 22:58,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,257,project,0,1,0,0,0,0,0,0,1,0
6664,Misc. Assistance (No 8 and 9 of the email),"<span>8. Ensuring your Facebook, Linkedin and Twitter profiles (company brand / not yours personal) are consistent with your website. If not, I will ask you comply, this is not something I am executing, but will remind you to get in place and it helps like you have someone to follow up or remind so thing is in place.<br><br>9. Submitting your website (its sitemap) to google, bing yahoo, and Yandex (google and bing of yahoo are two major search engines, google covers 70%, bing yahoo covers 25% still huge, and Yandex is just we heard it worked for few people.</span>",2,18-05-2021 15:02,18-05-2021,NULL,28-01-2022 22:58,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,257,project,0,1,0,0,0,0,0,0,1,0
6665,Four high level steps for php7 upgrade checks and fixes,"<span>Step 1 - clone the site to staging.suboxondoctors.com<br></span><br><span>Step 2 - upgrade the staging site to php7 and fix everything there - all documentation needed.</span><br><br><span>Step 3 - Check in stagging site that everything is working as expected.</span><br><br><span>Step 4 - migrate the updated PHP 7 things to the live site in one single day, and upgrade the site live to php7. and check live site also again</span>",2,18-05-2021 16:47,18-05-2021,NULL,12-06-2021 12:06,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,258,project,0,1,0,0,0,0,0,0,1,0
6666,Want Broadcast page to post in discussion post type and leads,"<span><strong>https://www.myneedsnetwork.com/want-broadcast should have the front end posting form which create a post in 'discussion' post type as well as create a lead""<br><br>With three files upload.<br><br><br>1. In the networking tab: A, B, and C included.</strong></span><br><span>1. In the networking tab:<br>We can create a custom post type or customize the Discussion post type that is currently in use. The customizations will include the following:<br><br>A. Building an ability to upload additional files(doc, image, pdf), three files while keeping the featured image for the post intact.'<br><br>B. The post detail page will contain the links for the public to see and download.<br><br>For the A. and B.: We will also build a plugin for you where admin(you and your team) can delete uploaded files if you find them wrong without you need to log in as a member again and again.<br><br><strong>We can also build one more advanced thing.</strong><br>c) We can do a front end posting instead of asking members to go inside the member's dashboard and post.<br><br></span>Note: This form will also be doing the lead gen for us.&#160;<br>(Point 3 of proposal is hence mentioned below before no.2)<br><br><br><span><strong>3. Front end posting and the lead submission to happen at the same time</strong></span><br><span>Front end posting and the lead submission to happen at the same time.<br></span><br><strong>2. Plugin to view files:</strong><br><span><strong>Attachment feature to be able to be used on the &#8216;Can&#8217;t Find What you need&#8217;(on home page), &#8216;do you have a resource you want to share&#8217; on homepage, and &#8216;want broadcast&#8217; tab.</strong></span><br><span>will build up to three files (photo or a doc or a pdf or all the three) along with filling up these three forms.<br><br>And, admin can view all these three files along with the form details in the backend.</span>",2,18-05-2021 19:04,18-05-2021,NULL,28-01-2022 23:06,1,0,5,NULL,0,0,NULL,0,0,0,NULL,259,project,0,1,0,0,0,0,0,0,1,0
6667,Support to fix issues,4. <span><strong>Support to fix issues</strong></span><br>&gt; 1. Issue of "Visit website" button redesign for grid view<br>&gt; 2. Issue of search filters not showing on results page,2,18-05-2021 19:04,18-05-2021,NULL,28-01-2022 23:06,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,259,project,0,1,0,0,0,0,0,0,1,0
6668,new-resource page to have file upload and plugin,"<p class=""text-muted"">https://www.myneedsnetwork.com/new-resource also needs the three files upload but only admin in plugin can see, no front end or lead agenda here.</p>",2,18-05-2021 19:13,18-05-2021,NULL,28-01-2022 23:06,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,259,project,0,1,0,0,0,0,0,0,1,0
6669,Plugin for file view and deletion for discussion posts,Plugin for file view and deletion for discussion posts,2,18-05-2021 19:13,18-05-2021,NULL,28-01-2022 23:06,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,259,project,0,1,0,0,0,0,0,0,1,0
6673,Bars & Pub list,<a href="https://docs.google.com/spreadsheets/d/1l99BQ8dpkHVG94OIBtInthMIEdyI37qc/edit#gid=1560719657" target="_blank" rel="noreferrer noopener">https://docs.google.com/spreadsheets/d/1l99BQ8dpkHVG94OIBtInthMIEdyI37qc/edit#gid=1560719657</a>,2,19-05-2021 00:13,19-05-2021,NULL,28-01-2022 23:31,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,219,project,0,1,0,0,0,0,0,0,1,0
6674,login on site not working properly,"When I try to log in to my site, I get this > https://prnt.sc/134n7jd",4,19-05-2021 23:12,19-05-2021,NULL,28-01-2022 23:30,79,1,5,NULL,NULL,0,NULL,0,0,0,NULL,189,project,0,1,1,502,0,0,0,0,1,0
6675,search not working on home page,"Home page search - subcategories do not show<br />
<br />
Keyword search at top of every page > no dropdowns appear<br />
<br />
custom search widget on F&B page https://guestadvisor.ca/foodandbeverage/breakfast  sub-sub categories do not appear",3,19-05-2021 23:15,19-05-2021,NULL,28-01-2022 23:30,79,1,5,NULL,NULL,0,NULL,0,0,0,NULL,189,project,0,1,1,502,0,0,0,0,1,0
6676,photo album not showing up on activities details,see this page > https://guestadvisor.ca/activities/victoria-sightseeing-day-tour There's a huge gap where the photo albums should be on all the activities now,4,19-05-2021 23:20,19-05-2021,NULL,28-01-2022 23:30,79,1,5,NULL,NULL,0,NULL,0,0,0,NULL,189,project,0,1,1,502,0,0,0,0,1,0
6683,PHP Upgrades Related,"To audit php related issues and fix all basic issues for PHP upgrade<br>if any issues found major, quote for the fixes.",2,21-05-2021 17:35,21-05-2021,NULL,10-06-2021 22:46,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,260,project,0,1,0,0,0,0,0,0,1,0
6693,Testing and bug removal stagging (round 2 optimization) ,,2,24-05-2021 22:32,13-05-2021,NULL,28-01-2022 23:22,10,0,5,NULL,NULL,0,NULL,0,0,0,NULL,77,project,0,1,0,0,0,0,0,0,1,0
6697,Schema for Job post detail pages,"<span><strong>Schema for Job post detail pages</strong></span><br><span>Schema for each of the Job posts detail pages, all current posts plus all future posts.<br><br>Schema to be auto generated and attached with each job posts without needing the admin to do anything</span>",3,25-05-2021 01:25,25-05-2021,NULL,15-06-2021 17:43,1,0,5,NULL,NULL,0,NULL,0,0,0,NULL,261,project,0,1,0,0,0,0,0,0,1,0
6707,2 suboxonedoctors WordPress site (for nick),,2,28-05-2021 18:52,28-05-2021,NULL,NULL,1,0,1,NULL,NULL,0,NULL,0,0,0,NULL,89,customer,0,1,0,0,0,0,0,0,0,0
6708,1 suboxonedoctor practice site for kevin+nick,,2,28-05-2021 18:52,28-05-2021,NULL,NULL,1,0,1,NULL,NULL,0,NULL,0,0,0,NULL,89,customer,0,1,0,0,0,0,0,0,0,0
6709,Mexico invoicing idea,,2,28-05-2021 19:04,28-05-2021,NULL,NULL,1,0,1,NULL,NULL,0,NULL,0,0,0,NULL,89,customer,0,1,0,0,0,0,0,0,0,0
6710,PPW - payperword,,2,28-05-2021 19:05,28-05-2021,NULL,NULL,1,0,4,NULL,NULL,0,NULL,0,0,0,NULL,89,customer,0,1,0,0,0,0,32,0,0,0
